x, y 
27.75706845238096, 4.406249999999914
28.7890625, 3.718749999999928
29.83761160714286, 3.640624999999929
30.868303571428577, 3.0624999999999396
31.89825148809524, 2.5468749999999503
32.92633928571429, 2.1874999999999556
33.976748511904766, 1.953124999999961
35.00390625, 1.6718749999999662
36.02827380952381, 1.624999999999968
26.733258928571427, 4.406249999999915
25.701264880952383, 5.0937499999999005
24.65401785714286, 5.062499999999901
23.610305059523814, 4.734374999999908
22.584635416666675, 4.890624999999905
21.58444940476191, 4.906249999999905
19.56026785714286, 4.937499999999903
20.561755952380956, 4.812499999999906
18.508928571428577, 5.249999999999897
17.403645833333336, 6.093749999999881
16.399925595238095, 6.406249999999876
15.345982142857142, 6.937499999999864
14.317894345238098, 7.296874999999857
13.28608630952381, 7.968749999999845
12.29203869047619, 7.468749999999854
11.242931547619046, 7.593749999999853
10.197916666666666, 7.374999999999856
9.152529761904763, 7.18749999999986
8.149925595238095, 7.406249999999856
7.0617559523809526, 6.812499999999867
6.013764880952381, 6.843749999999866
5.021205357142858, 6.218749999999878
4.076636904761903, 5.562499999999892
3.0379464285714284, 4.812499999999906
1.9985119047619047, 4.124999999999919
0.956473214285714, 3.656249999999928
-0.03571428571428514, 2.9999999999999396
